id,location,latitude,longitude,area_sqm,bedrooms,bathrooms,toilets,stories,house_type,furnishing,condition,parking_spaces,distance_to_city_center_km,proximity_to_main_road_km,security_rating,infrastructure_quality,electricity_stability,water_supply,neighborhood_prestige,desirability_score,price_naira,is_outlier,outlier_reason
165,Challenge,7.338864,3.874643,208,3,3,3,1,Terraced House,Unfurnished,Old,1,9.6,0.78,4.2,7.2,4.1,6.8,3,3.8,6800000,False,
166,Akobo,7.413438,3.903616,238,3,4,4,2,Terraced House,Unfurnished,Old,1,11.4,2.77,7.6,7.0,7.4,7.6,3,3.5,17300000,False,
167,Samonda,7.421892,3.906191,339,4,3,4,1,Bungalow,Unfurnished,New,1,11.9,2.65,7.9,7.8,4.5,7.3,3,3.2,21400000,False,
168,Oluyole Estate,7.365488,3.85433,138,2,3,4,1,Terraced House,Unfurnished,Renovated,2,6.8,0.47,6.3,7.2,5.6,7.5,4,4.2,20100000,False,
169,Iyaganku GRA,7.395105,3.87136,375,4,5,6,2,Detached House,Semi-Furnished,Renovated,4,4.5,2.12,7.3,9.9,9.0,9.8,4,4.6,162500000,False,
170,Samonda,7.434742,3.912506,105,1,1,1,1,Mini Flat,Unfurnished,Renovated,2,10.9,1.48,5.8,7.4,4.8,6.0,3,3.2,7000000,False,
171,Oluyole Estate,7.354169,3.863271,126,3,4,4,1,Terraced House,Unfurnished,Renovated,2,7.8,0.47,8.7,6.8,9.0,6.5,4,4.2,30700000,False,
172,Bodija,7.424118,3.914961,347,4,3,3,3,Detached House,Unfurnished,New,4,9.5,2.08,10.0,8.2,9.0,10.0,5,5.0,122900000,False,
173,Challenge,7.328055,3.874533,206,3,4,5,2,Terraced House,Unfurnished,Old,1,12.3,1.6,5.7,8.7,7.5,7.8,3,3.8,13000000,False,
174,Challenge,7.32603,3.883697,156,1,1,2,1,Flat,Semi-Furnished,New,1,8.7,2.38,7.0,7.1,7.3,7.5,3,3.8,8200000,False,
175,Jericho,7.406306,3.884091,296,4,4,4,1,Bungalow,Unfurnished,New,3,9.4,2.07,9.4,7.0,7.9,9.3,4,4.8,92200000,False,
176,Oluyole Estate,7.360902,3.866421,257,3,2,3,1,Bungalow,Furnished,Renovated,2,13.1,1.02,6.5,9.2,8.3,7.8,4,4.2,34500000,False,
177,Bodija,7.437494,3.917962,410,5,5,5,2,Detached House,Unfurnished,Old,3,12.5,1.35,9.6,8.7,9.0,10.0,5,5.0,103500000,False,
178,Oluyole Estate,7.365535,3.846556,404,4,4,6,2,Duplex,Furnished,Old,1,7.7,1.75,7.6,6.0,8.7,8.3,4,4.2,33700000,False,
179,Alalubosa,7.404079,3.856485,283,3,2,2,2,Duplex,Furnished,New,1,3.4,2.36,8.1,7.1,7.8,7.8,4,4.3,76000000,False,
180,Samonda,7.425374,3.905633,172,2,3,4,1,Flat,Unfurnished,Old,2,10.1,0.22,7.8,4.9,5.5,5.1,3,3.2,10900000,False,
181,Oluyole Estate,7.356957,3.8478,487,5,4,4,2,Duplex,Semi-Furnished,Old,2,9.6,0.59,7.7,8.3,6.5,7.1,4,4.2,59500000,False,
182,Bodija,7.420361,3.919914,374,3,2,4,2,Duplex,Furnished,Renovated,4,6.9,0.97,10.0,10.0,7.8,10.0,5,5.0,148700000,False,
183,Challenge,7.339175,3.874916,199,1,1,3,1,Flat,Unfurnished,Old,0,10.2,1.43,6.1,7.0,7.1,6.4,3,3.8,7400000,False,
184,Oluyole Estate,7.361627,3.860177,272,4,5,5,1,Bungalow,Furnished,Renovated,3,8.4,1.15,9.2,8.0,9.0,7.5,4,4.2,56800000,False,
185,Bodija,7.448979,3.900476,199,2,1,1,1,Bungalow,Furnished,New,3,8.7,0.66,9.3,10.0,9.0,8.6,5,5.0,104100000,False,
186,Bodija,7.432936,3.90313,335,3,4,5,2,Duplex,Unfurnished,New,4,8.0,0.33,7.7,8.2,7.7,9.3,5,5.0,107900000,False,
187,Apete,7.434461,3.886213,234,3,3,4,1,Bungalow,Unfurnished,Renovated,2,13.1,1.12,6.1,4.0,3.1,6.0,2,2.8,8900000,False,
188,Samonda,7.424763,3.910777,130,1,1,2,1,Flat,Unfurnished,New,1,11.8,0.14,5.6,4.2,7.6,6.9,3,3.2,12500000,False,
189,Oluyole Estate,7.348826,3.857998,419,4,5,6,2,Detached House,Semi-Furnished,New,2,6.0,1.71,6.3,9.8,8.7,5.8,4,4.2,60100000,False,
190,Oluyole Estate,7.357823,3.867803,471,4,4,5,2,Duplex,Unfurnished,New,3,9.1,2.72,9.7,8.2,9.0,9.0,4,4.2,62500000,False,
191,Bodija,7.433954,3.910502,402,5,5,5,1,Detached House,Unfurnished,New,4,8.6,0.83,9.8,9.8,9.0,10.0,5,5.0,171800000,False,
192,Iyaganku GRA,7.377771,3.873554,425,4,4,5,2,Duplex,Furnished,New,2,6.4,1.81,10.0,8.8,8.0,9.6,4,4.6,265300000,False,
193,Akobo,7.397712,3.912373,370,5,5,5,1,Bungalow,Unfurnished,Old,1,9.8,2.68,7.7,7.1,4.1,5.3,3,3.5,26500000,False,
194,Iyaganku GRA,7.401494,3.861093,267,3,4,5,2,Duplex,Furnished,Renovated,2,2.9,1.5,8.6,10.0,7.3,9.2,4,4.6,176600000,False,
195,Agodi GRA,7.410037,3.902994,358,4,5,5,1,Detached House,Unfurnished,Renovated,3,10.5,2.04,9.1,9.9,6.5,9.2,4,4.7,155600000,False,
196,Jericho,7.402834,3.880806,168,2,3,4,1,Bungalow,Furnished,New,3,8.2,0.38,8.7,10.0,5.5,9.0,4,4.8,75100000,False,
197,Oluyole Estate,7.343601,3.846573,411,4,4,4,1,Detached House,Furnished,Renovated,1,11.4,1.56,6.7,8.9,8.2,7.0,4,4.2,53100000,False,
198,Alalubosa,7.401854,3.845624,322,5,5,6,1,Detached House,Unfurnished,New,2,3.8,1.79,10.0,9.4,9.0,9.1,4,4.3,64800000,False,
199,Bodija,7.43414,3.914451,363,5,5,6,1,Bungalow,Unfurnished,New,3,7.3,1.71,10.0,10.0,8.4,10.0,5,5.0,108300000,False,
200,Akobo,7.393996,3.920075,265,2,2,3,1,Bungalow,Furnished,Old,0,12.9,1.87,8.4,6.6,4.8,7.4,3,3.5,16700000,False,
201,Challenge,7.348667,3.880346,102,2,2,3,1,Flat,Semi-Furnished,Old,1,9.4,2.65,7.9,8.2,9.0,8.1,3,3.8,5400000,False,
202,Bodija,7.439862,3.902655,252,3,3,3,2,Duplex,Semi-Furnished,New,3,7.0,2.59,9.9,10.0,9.0,8.9,5,5.0,88400000,False,
203,Iyaganku GRA,7.399258,3.870054,461,4,3,3,1,Detached House,Semi-Furnished,New,4,2.0,2.12,9.4,9.0,5.2,10.0,4,4.6,210800000,False,
204,Bodija,7.439438,3.914601,255,3,2,3,2,Duplex,Semi-Furnished,New,3,9.4,1.48,8.4,8.3,6.8,8.8,5,5.0,107500000,False,
205,Jericho,7.41028,3.900998,353,5,5,5,1,Detached House,Unfurnished,New,3,4.1,2.03,6.9,9.3,9.0,9.6,4,4.8,114300000,False,
206,Iyaganku GRA,7.378911,3.869891,453,4,4,5,3,Detached House,Semi-Furnished,Old,3,3.4,0.61,10.0,10.0,6.6,8.1,4,4.6,178800000,False,
207,Akobo,7.393647,3.927879,77,1,2,3,1,Mini Flat,Unfurnished,Renovated,1,12.8,2.11,7.1,4.2,7.2,7.1,3,3.5,6000000,False,
208,Oluyole Estate,7.352068,3.849637,379,4,4,6,2,Duplex,Furnished,Renovated,1,8.1,1.16,8.1,6.5,9.0,8.4,4,4.2,64800000,False,
209,Oluyole Estate,7.357318,3.847763,377,4,3,5,1,Bungalow,Semi-Furnished,New,2,8.2,0.73,10.0,6.1,6.5,7.7,4,4.2,42300000,False,
210,Agodi GRA,7.400525,3.895233,398,3,3,3,2,Duplex,Furnished,Renovated,4,3.3,2.79,9.9,9.6,9.0,9.6,4,4.7,236000000,False,
211,Samonda,7.423451,3.913474,267,3,4,4,1,Bungalow,Semi-Furnished,Old,0,13.3,2.34,7.4,6.5,5.7,4.0,3,3.2,16300000,False,
212,Agodi GRA,7.413307,3.911408,447,3,3,3,2,Duplex,Unfurnished,Renovated,3,7.1,3.0,9.3,9.7,9.0,7.9,4,4.7,163900000,False,
213,Iyaganku GRA,7.40194,3.87257,516,4,5,6,2,Detached House,Unfurnished,New,3,4.2,2.47,6.7,9.6,6.9,7.9,4,4.6,226300000,False,
214,Iyaganku GRA,7.402982,3.871149,258,3,3,4,1,Bungalow,Unfurnished,New,3,2.4,0.18,7.0,10.0,4.4,8.3,4,4.6,113300000,False,
215,Bodija,7.426432,3.916129,311,3,3,3,2,Duplex,Semi-Furnished,Old,3,12.6,2.5,9.0,9.3,9.0,10.0,5,5.0,103800000,False,
216,Challenge,7.337087,3.886402,89,1,2,2,1,Mini Flat,Furnished,Old,1,11.9,0.22,8.6,4.9,5.7,4.9,3,3.8,4600000,False,
217,Oluyole Estate,7.373419,3.861059,335,4,5,7,3,Detached House,Furnished,Old,2,9.9,1.01,10.0,8.8,5.6,8.6,4,4.2,37100000,False,
218,Jericho,7.41035,3.886188,379,4,3,3,2,Duplex,Semi-Furnished,Old,3,7.1,2.64,7.3,10.0,9.0,9.1,4,4.8,123200000,False,
219,Jericho,7.391763,3.878462,268,3,2,2,2,Duplex,Unfurnished,Renovated,2,8.0,1.0,6.8,9.2,9.0,8.8,4,4.8,75900000,False,
220,Oluyole Estate,7.361968,3.860269,180,3,3,3,1,Terraced House,Semi-Furnished,New,1,6.3,1.97,6.2,7.6,6.9,8.6,4,4.2,30400000,False,
221,Alalubosa,7.383025,3.881569,217,2,1,1,1,Bungalow,Furnished,Old,1,5.4,1.33,10.0,7.3,7.8,7.6,4,4.3,28200000,False,
222,Iyaganku GRA,7.384381,3.856936,434,5,4,5,2,Detached House,Semi-Furnished,New,3,3.1,0.81,10.0,8.7,9.0,8.1,4,4.6,202000000,False,
223,Bodija,7.437929,3.915479,327,4,5,7,1,Bungalow,Unfurnished,New,2,13.6,0.11,10.0,10.0,9.0,9.9,5,5.0,89700000,False,
224,Oluyole Estate,7.366307,3.84778,389,5,5,5,1,Bungalow,Semi-Furnished,Renovated,3,7.0,2.52,10.0,8.6,7.1,7.8,4,4.2,57300000,False,
225,Challenge,7.31828,3.881548,164,3,4,5,2,Terraced House,Unfurnished,Old,1,12.7,2.32,7.3,6.8,4.9,7.4,3,3.8,7300000,False,
226,Challenge,7.346906,3.87524,145,1,1,1,1,Flat,Furnished,Old,1,15.3,1.07,7.8,5.6,7.9,6.4,3,3.8,7100000,False,
227,Jericho,7.393249,3.88199,473,4,5,6,2,Duplex,Semi-Furnished,Renovated,3,6.4,0.29,7.7,10.0,5.9,8.4,4,4.8,121700000,False,
228,Agodi GRA,7.394705,3.902173,598,6,5,6,2,Detached House,Unfurnished,Renovated,3,6.9,0.14,7.8,8.2,6.4,8.2,4,4.7,212100000,False,
229,Samonda,7.435839,3.915596,226,2,2,2,1,Terraced House,Unfurnished,Old,0,6.6,1.87,6.4,5.2,5.7,7.0,3,3.2,11300000,False,
230,Jericho,7.39121,3.893987,484,5,5,6,2,Detached House,Semi-Furnished,New,4,7.6,2.35,10.0,9.2,5.0,9.9,4,4.8,184900000,False,
231,Challenge,7.337316,3.867579,301,4,5,5,1,Bungalow,Unfurnished,New,1,15.7,1.33,6.3,5.7,6.3,7.1,3,3.8,14300000,False,
232,Iyaganku GRA,7.386756,3.871553,400,5,5,5,3,Detached House,Semi-Furnished,Renovated,3,6.0,1.5,9.7,9.0,7.1,9.5,4,4.6,183400000,False,
233,Samonda,7.426667,3.90716,278,3,4,5,2,Terraced House,Semi-Furnished,Old,0,11.8,1.76,4.5,4.9,3.0,5.9,3,3.2,17500000,False,
234,Akobo,7.385556,3.911121,161,2,2,2,1,Bungalow,Unfurnished,New,1,9.9,1.23,4.0,8.7,7.0,8.4,3,3.5,12300000,False,
235,Samonda,7.43167,3.909707,112,2,3,3,1,Mini Flat,Unfurnished,Renovated,2,8.8,1.26,6.8,5.6,5.1,4.7,3,3.2,13300000,False,
236,Jericho,7.398606,3.886261,176,2,1,2,1,Bungalow,Furnished,Old,2,6.6,2.91,10.0,8.8,5.9,8.5,4,4.8,52500000,False,
237,Alalubosa,7.375058,3.851289,485,3,3,4,2,Duplex,Unfurnished,Old,3,2.8,0.51,6.7,7.7,4.9,7.7,4,4.3,76600000,False,
238,Alalubosa,7.374949,3.859322,203,2,3,3,1,Bungalow,Semi-Furnished,Renovated,2,3.7,2.18,9.5,7.2,5.4,8.0,4,4.3,40300000,False,
239,Oluyole Estate,7.37339,3.861724,313,3,2,3,2,Duplex,Unfurnished,Renovated,3,9.2,2.61,6.3,8.6,3.1,8.9,4,4.2,23600000,False,
240,Bodija,7.434389,3.913454,549,6,5,5,3,Detached House,Unfurnished,Renovated,3,6.1,1.42,9.0,10.0,9.0,10.0,5,5.0,167400000,False,
241,Bodija,7.430843,3.907145,339,3,4,4,2,Duplex,Unfurnished,New,3,5.8,0.24,10.0,10.0,8.6,10.0,5,5.0,96200000,False,
242,Akobo,7.392078,3.915936,151,2,2,3,1,Flat,Semi-Furnished,Old,1,9.4,1.18,8.9,6.7,5.9,8.4,3,3.5,10000000,False,
243,Bodija,7.437315,3.919612,447,4,4,4,3,Detached House,Semi-Furnished,New,3,10.3,2.46,10.0,10.0,7.9,10.0,5,5.0,165400000,False,
244,Alalubosa,7.380508,3.856291,131,2,1,2,1,Terraced House,Semi-Furnished,New,1,2.0,0.13,9.3,7.8,6.3,6.7,4,4.3,32600000,False,
245,Akobo,7.406912,3.927851,94,1,1,1,1,Flat,Unfurnished,Renovated,0,10.3,2.1,9.6,7.2,6.5,7.3,3,3.5,7200000,False,
246,Agodi GRA,7.398587,3.872702,464,5,5,6,2,Detached House,Semi-Furnished,New,2,2.9,2.53,10.0,8.6,4.9,8.1,4,4.7,275400000,False,
247,Alalubosa,7.370918,3.846394,156,3,4,5,1,Terraced House,Semi-Furnished,Renovated,1,5.4,2.17,9.2,10.0,6.9,6.1,4,4.3,44200000,False,
248,Challenge,7.33517,3.869675,202,2,2,2,1,Bungalow,Semi-Furnished,Old,1,11.5,1.26,6.6,6.3,3.5,6.3,3,3.8,5900000,False,
249,Bodija,7.423463,3.910075,436,4,3,3,2,Detached House,Unfurnished,New,4,8.7,1.94,10.0,10.0,5.2,9.6,5,5.0,124200000,False,
250,Oluyole Estate,7.364181,3.874105,437,3,4,6,2,Duplex,Furnished,Renovated,1,12.9,1.04,9.6,6.3,7.2,7.5,4,4.2,57100000,False,
251,Alalubosa,7.391281,3.855171,257,3,2,2,2,Duplex,Unfurnished,Renovated,2,2.0,0.57,9.3,7.8,8.3,6.9,4,4.3,36400000,False,
252,Iyaganku GRA,7.374804,3.863772,362,3,2,4,2,Duplex,Furnished,New,4,2.0,2.1,8.7,9.4,7.0,8.7,4,4.6,163900000,False,
253,Oluyole Estate,7.359664,3.844952,257,3,4,4,1,Terraced House,Furnished,Renovated,3,7.8,2.66,7.7,7.2,7.4,7.9,4,4.2,37200000,False,
254,Jericho,7.389892,3.889285,444,4,3,3,2,Detached House,Unfurnished,Renovated,3,4.0,0.18,9.6,6.8,8.7,7.3,4,4.8,110500000,False,
255,Akobo,7.390666,3.912042,316,3,4,5,1,Bungalow,Unfurnished,New,1,12.0,1.42,8.8,6.8,7.8,6.3,3,3.5,20400000,False,
256,Oluyole Estate,7.363895,3.858296,364,4,4,5,1,Bungalow,Furnished,Renovated,1,7.5,1.91,10.0,7.4,5.8,8.5,4,4.2,68000000,False,
257,Bodija,7.431289,3.918063,298,3,3,3,2,Duplex,Semi-Furnished,Renovated,3,5.7,2.71,8.6,9.3,9.0,10.0,5,5.0,111500000,False,
258,Bodija,7.425092,3.922079,223,2,2,3,1,Bungalow,Furnished,New,3,7.7,2.24,9.0,10.0,8.7,10.0,5,5.0,108400000,False,
259,Challenge,7.343904,3.877936,75,1,1,1,1,Mini Flat,Unfurnished,New,1,14.3,1.86,7.7,7.8,4.5,5.4,3,3.8,4400000,False,
260,Oluyole Estate,7.35631,3.853989,195,2,1,3,1,Bungalow,Semi-Furnished,New,2,8.3,0.12,7.8,5.7,8.6,9.2,4,4.2,23700000,False,
261,Agodi GRA,7.407681,3.892594,593,5,5,5,2,Detached House,Semi-Furnished,Renovated,4,4.9,1.51,9.1,8.9,5.5,7.5,4,4.7,251200000,False,
262,Challenge,7.347531,3.868076,299,4,4,4,2,Terraced House,Unfurnished,New,1,9.0,0.73,10.0,6.8,7.9,5.9,3,3.8,13800000,False,
263,Agodi GRA,7.404221,3.896838,276,3,2,3,2,Duplex,Semi-Furnished,Old,3,4.5,2.44,9.3,10.0,9.0,10.0,4,4.7,163000000,False,
264,Akobo,7.387301,3.919989,363,4,4,6,1,Bungalow,Unfurnished,New,1,11.7,2.79,5.8,8.0,7.6,7.5,3,3.5,21300000,False,
265,Alalubosa,7.382588,3.867774,282,3,3,4,1,Bungalow,Unfurnished,Renovated,2,2.0,1.47,9.1,7.5,5.6,5.6,4,4.3,47100000,False,
266,Akobo,7.392921,3.906949,227,2,1,1,1,Bungalow,Unfurnished,Renovated,0,10.1,0.43,6.8,4.8,6.7,6.4,3,3.5,12200000,False,
267,Jericho,7.415904,3.88288,447,5,4,4,2,Duplex,Furnished,Renovated,3,3.6,2.44,7.5,8.0,9.0,10.0,4,4.8,124100000,False,
268,Iyaganku GRA,7.378883,3.874224,359,4,4,4,2,Duplex,Semi-Furnished,Renovated,4,5.5,2.6,10.0,8.5,6.9,9.2,4,4.6,158500000,False,
269,Iyaganku GRA,7.400787,3.862284,498,4,4,4,2,Duplex,Semi-Furnished,New,3,2.0,2.36,7.5,6.5,5.4,7.6,4,4.6,227900000,False,
270,Alalubosa,7.385262,3.854045,194,2,3,4,1,Terraced House,Unfurnished,Old,2,7.1,1.29,10.0,9.8,8.4,6.9,4,4.3,34200000,False,
271,Akobo,7.402375,3.920866,191,2,2,3,1,Terraced House,Unfurnished,Renovated,1,9.8,0.22,9.9,5.8,5.8,6.3,3,3.5,12000000,False,
272,Apete,7.443637,3.859234,230,3,3,3,1,Bungalow,Unfurnished,Old,1,13.3,0.11,4.3,4.0,3.0,4.0,2,2.8,9400000,False,
273,Jericho,7.409818,3.872969,439,4,4,5,1,Detached House,Semi-Furnished,New,2,6.1,0.44,10.0,9.0,5.8,9.7,4,4.8,125400000,False,
274,Samonda,7.42282,3.903357,103,2,1,2,1,Flat,Semi-Furnished,Renovated,0,10.2,1.89,4.0,4.3,3.0,4.6,3,3.2,8800000,False,
275,Apete,7.448855,3.868232,259,3,3,3,1,Bungalow,Unfurnished,Old,1,15.9,1.22,4.7,6.1,3.0,4.9,2,2.8,10800000,False,
276,Apete,7.445933,3.870757,157,1,1,2,1,Flat,Semi-Furnished,New,1,16.5,1.25,4.2,6.6,4.9,5.2,2,2.8,5900000,False,
277,Bodija,7.432662,3.902596,426,4,5,5,2,Duplex,Unfurnished,New,3,6.3,0.82,10.0,8.8,8.9,8.9,5,5.0,119100000,False,
278,Jericho,7.398419,3.883699,514,6,5,5,2,Detached House,Semi-Furnished,Renovated,2,6.9,1.61,9.7,8.9,9.0,8.3,4,4.8,187600000,False,
279,Akobo,7.400855,3.915487,338,4,5,5,1,Bungalow,Unfurnished,Renovated,1,16.5,2.43,6.8,7.3,5.6,6.0,3,3.5,18200000,False,
280,Iyaganku GRA,7.378525,3.862307,251,3,2,3,1,Bungalow,Furnished,Renovated,2,4.4,1.83,8.0,9.2,8.1,9.5,4,4.6,107300000,False,
281,Challenge,7.344072,3.888415,162,1,2,3,1,Flat,Semi-Furnished,Old,1,13.9,2.96,6.5,6.9,9.0,8.4,3,3.8,6400000,False,
282,Akobo,7.392011,3.916214,164,2,3,5,1,Bungalow,Semi-Furnished,New,2,11.3,1.77,9.1,7.4,4.1,8.0,3,3.5,16100000,False,
283,Bodija,7.43901,3.917239,533,5,5,7,3,Detached House,Furnished,Renovated,3,5.2,2.85,8.4,8.7,9.0,10.0,5,5.0,173400000,False,
284,Akobo,7.406181,3.908188,121,2,2,3,2,Terraced House,Unfurnished,Old,1,15.3,0.77,6.2,8.6,4.2,6.3,3,3.5,7800000,False,
285,Oluyole Estate,7.360693,3.858493,334,4,4,4,1,Bungalow,Semi-Furnished,Renovated,1,5.9,1.83,7.6,6.7,6.5,9.7,4,4.2,44000000,False,
286,Agodi GRA,7.412396,3.903606,269,3,4,6,1,Bungalow,Semi-Furnished,New,3,7.9,0.47,9.8,8.7,6.9,7.7,4,4.7,145000000,False,
287,Iyaganku GRA,7.395592,3.87175,515,5,5,5,2,Detached House,Furnished,Renovated,2,2.0,2.09,10.0,9.6,7.9,8.9,4,4.6,211900000,False,
288,Samonda,7.434313,3.917421,293,4,4,6,1,Terraced House,Unfurnished,Old,2,9.3,1.37,4.0,5.4,5.0,5.3,3,3.2,23900000,False,
289,Agodi GRA,7.40602,3.903939,573,5,4,5,1,Detached House,Furnished,Renovated,2,8.2,2.06,8.5,8.4,6.4,8.1,4,4.7,297200000,False,
290,Iyaganku GRA,7.391089,3.879764,455,4,5,6,2,Duplex,Semi-Furnished,Renovated,3,2.0,2.91,9.5,9.2,8.9,10.0,4,4.6,188300000,False,
291,Oluyole Estate,7.365616,3.852935,348,3,2,3,2,Duplex,Unfurnished,New,2,6.3,1.86,9.0,7.9,7.0,8.6,4,4.2,45500000,False,
292,Akobo,7.40571,3.921345,130,2,2,2,1,Terraced House,Unfurnished,Renovated,0,8.9,1.71,6.4,7.3,8.0,8.1,3,3.5,9500000,False,
293,Akobo,7.39282,3.910745,292,4,4,4,1,Bungalow,Unfurnished,New,1,9.7,2.24,6.1,5.3,5.3,7.0,3,3.5,23800000,False,
294,Samonda,7.434289,3.917697,146,1,1,3,1,Flat,Furnished,Renovated,2,9.8,0.33,6.0,6.5,7.1,6.9,3,3.2,14200000,False,
295,Bodija,7.425264,3.915853,582,5,4,4,1,Detached House,Semi-Furnished,New,3,10.9,2.02,9.2,10.0,4.9,10.0,5,5.0,208900000,False,
296,Iyaganku GRA,7.386701,3.875018,548,6,5,7,3,Detached House,Unfurnished,New,3,2.0,2.19,8.9,10.0,8.3,10.0,4,4.6,231900000,False,
297,Agodi GRA,7.40295,3.910536,455,5,4,4,3,Detached House,Unfurnished,Renovated,4,2.6,1.13,10.0,9.2,7.2,10.0,4,4.7,216000000,False,
298,Samonda,7.427739,3.895707,215,2,2,2,2,Terraced House,Unfurnished,Old,1,8.7,1.69,7.5,5.0,8.2,7.4,3,3.2,9500000,False,
299,Challenge,7.348275,3.877166,174,2,2,2,1,Bungalow,Semi-Furnished,Renovated,1,12.7,1.0,7.0,5.3,6.1,7.5,3,3.8,7800000,False,
300,Jericho,7.394546,3.883061,300,3,2,3,1,Bungalow,Semi-Furnished,New,2,8.1,0.95,9.3,7.1,8.2,8.0,4,4.8,73000000,False,
301,Bodija,7.456463,3.928204,377,4,5,6,1,Bungalow,Unfurnished,Renovated,3,9.7,0.5,8.9,9.3,9.0,10.0,5,5.0,130400000,False,
302,Agodi GRA,7.398301,3.899034,284,3,2,4,2,Duplex,Semi-Furnished,Renovated,2,5.4,0.96,10.0,8.4,4.5,9.7,4,4.7,155300000,False,
303,Challenge,7.331396,3.877152,160,2,3,3,1,Terraced House,Unfurnished,Old,1,9.3,2.23,6.8,8.0,5.1,7.5,3,3.8,5200000,False,
304,Akobo,7.41267,3.908675,147,2,3,4,1,Flat,Unfurnished,Old,1,12.0,0.77,4.0,8.2,6.9,8.5,3,3.5,11000000,False,
305,Bodija,7.430097,3.898197,251,2,2,3,1,Bungalow,Furnished,Renovated,2,9.9,1.35,10.0,10.0,9.0,10.0,5,5.0,66800000,False,
306,Challenge,7.337358,3.875145,277,3,2,2,1,Bungalow,Semi-Furnished,Old,1,10.3,2.95,7.0,6.6,7.9,7.6,3,3.8,10500000,False,
307,Oluyole Estate,7.37122,3.861685,226,3,4,4,1,Bungalow,Unfurnished,New,2,6.7,2.01,9.2,8.0,8.7,7.5,4,4.2,24000000,False,
308,Oluyole Estate,7.356943,3.855834,522,4,5,6,1,Detached House,Furnished,Renovated,1,5.3,0.64,5.6,9.3,5.9,7.3,4,4.2,66800000,False,
309,Alalubosa,7.385129,3.864545,586,5,4,4,3,Detached House,Unfurnished,Renovated,1,4.9,2.53,10.0,7.7,7.1,8.8,4,4.3,107400000,False,
310,Agodi GRA,7.384628,3.890944,354,5,4,5,1,Detached House,Unfurnished,New,3,5.4,2.71,10.0,10.0,8.2,10.0,4,4.7,180200000,False,
311,Oluyole Estate,7.369757,3.864628,416,5,5,6,3,Detached House,Unfurnished,Renovated,2,10.9,2.35,8.8,6.0,9.0,9.6,4,4.2,58500000,False,
312,Samonda,7.410549,3.901777,116,2,2,2,1,Mini Flat,Unfurnished,Old,1,9.7,0.46,7.2,8.6,4.0,5.6,3,3.2,9400000,False,
313,Oluyole Estate,7.368646,3.855,363,5,4,5,1,Bungalow,Furnished,Renovated,3,2.0,2.43,6.2,8.7,4.4,9.7,4,4.2,38400000,False,
314,Alalubosa,7.375819,3.868502,210,3,3,3,1,Bungalow,Furnished,Renovated,2,2.3,1.53,7.4,9.3,4.9,7.6,4,4.3,71700000,False,
315,Oluyole Estate,7.380905,3.857693,256,3,3,4,1,Terraced House,Semi-Furnished,Old,1,8.4,1.85,9.6,6.3,3.7,7.8,4,4.2,37500000,False,
316,Jericho,7.415695,3.872771,238,3,3,5,1,Bungalow,Furnished,New,3,9.3,2.9,10.0,9.1,8.0,8.9,4,4.8,110000000,False,
317,Akobo,7.402468,3.924321,266,4,4,4,1,Bungalow,Unfurnished,New,1,9.9,0.27,4.0,7.6,6.1,6.8,3,3.5,26300000,False,
318,Akobo,7.399139,3.91847,242,4,5,5,2,Terraced House,Unfurnished,Old,0,11.2,2.65,8.2,5.0,4.0,7.0,3,3.5,23600000,False,
319,Challenge,7.332458,3.869221,229,2,2,2,1,Bungalow,Furnished,Renovated,1,13.6,1.79,6.2,7.8,6.5,6.4,3,3.8,12600000,False,
320,Akobo,7.396418,3.929418,256,3,3,3,1,Bungalow,Unfurnished,Renovated,0,9.6,2.12,5.7,6.8,3.0,7.7,3,3.5,21300000,False,
321,Agodi GRA,7.418007,3.899096,208,2,2,2,1,Bungalow,Furnished,Renovated,2,8.1,0.82,8.8,10.0,4.0,9.2,4,4.7,98900000,False,
322,Samonda,7.428064,3.909369,378,3,2,2,1,Bungalow,Furnished,Old,1,8.9,2.67,4.8,6.1,8.3,5.1,3,3.2,26900000,False,
323,Iyaganku GRA,7.394355,3.859199,258,3,4,5,1,Bungalow,Unfurnished,New,3,4.4,0.8,9.6,8.7,6.6,8.0,4,4.6,129000000,False,
324,Iyaganku GRA,7.388361,3.87179,467,4,4,4,1,Detached House,Unfurnished,New,3,2.7,2.29,8.9,7.8,8.3,8.3,4,4.6,180800000,False,
325,Alalubosa,7.37664,3.862299,330,4,3,5,2,Detached House,Semi-Furnished,New,3,4.5,1.1,7.1,8.6,6.9,8.6,4,4.3,60200000,False,
326,Bodija,7.424359,3.90974,415,4,5,6,2,Duplex,Unfurnished,Renovated,3,5.9,2.25,10.0,8.7,9.0,10.0,5,5.0,108400000,False,
327,Challenge,7.343869,3.891645,247,2,3,4,1,Bungalow,Furnished,New,1,16.3,0.91,6.1,7.5,4.1,7.9,3,3.8,11400000,False,
328,Bodija,7.440604,3.906012,416,3,4,4,2,Duplex,Semi-Furnished,New,3,11.1,2.23,9.5,7.7,9.0,9.9,5,5.0,120000000,False,
329,Samonda,7.420821,3.920446,326,4,5,6,1,Bungalow,Unfurnished,Old,2,8.8,0.1,6.8,4.2,3.3,4.6,3,3.2,21700000,False,
