location,latitude,longitude,area_sqm,bedrooms,bathrooms,toilets,stories,house_type,furnishing,condition,parking_spaces,distance_to_city_center_km,proximity_to_main_road_km,security_rating,infrastructure_quality,electricity_stability,water_supply,neighborhood_prestige,desirability_score,price_naira
Oluyole Estate,7.366695,3.857788,132,2,1,1,1,Terraced House,Unfurnished,Renovated,3,6.6,0.22,9.0,8.8,6.4,6.0,4,4.2,24300000
Agodi GRA,7.399144,3.899692,533,5,4,5,2,Detached House,Furnished,Old,2,5.3,1.16,10.0,6.6,7.0,8.4,4,4.7,254600000
Akobo,7.384226,3.918087,225,3,4,5,1,Bungalow,Semi-Furnished,Renovated,1,13.8,1.4,5.3,6.5,8.2,9.3,3,3.5,23400000
Akobo,7.405035,3.918838,181,2,3,3,1,Bungalow,Unfurnished,Renovated,1,6.8,2.71,8.6,6.3,4.2,8.1,3,3.5,12900000
Bodija,7.438525,3.911801,478,5,5,6,1,Detached House,Semi-Furnished,New,2,7.3,2.89,8.2,9.4,8.4,9.9,5,5.0,193300000
Iyaganku GRA,7.397835,3.871241,442,5,4,4,3,Detached House,Unfurnished,New,3,5.4,1.57,9.9,8.5,7.2,8.4,4,4.6,228100000
Agodi GRA,7.407023,3.900779,488,4,4,5,3,Detached House,Semi-Furnished,Renovated,3,3.7,2.61,10.0,9.2,7.8,9.6,4,4.7,229400000
Challenge,7.344072,3.888415,162,1,2,3,1,Flat,Semi-Furnished,Old,1,13.9,2.96,6.5,6.9,9.0,8.4,3,3.8,6400000
Oluyole Estate,7.359476,3.855602,412,4,3,4,2,Detached House,Furnished,Old,2,4.4,0.28,7.7,7.0,4.9,7.9,4,4.2,43600000
Oluyole Estate,7.36561,3.871458,379,4,4,4,1,Bungalow,Unfurnished,Renovated,1,4.1,2.76,8.4,9.0,8.5,7.3,4,4.2,37900000
Alalubosa,7.370889,3.850984,395,3,4,5,2,Duplex,Unfurnished,Old,2,3.0,1.8,10.0,6.8,7.1,8.6,4,4.3,78300000
Agodi GRA,7.404888,3.896472,195,2,2,2,1,Bungalow,Furnished,New,2,3.7,1.3,9.2,6.9,9.0,7.6,4,4.7,98400000
Samonda,7.430785,3.905159,228,3,4,6,2,Terraced House,Unfurnished,Renovated,1,14.0,0.29,5.3,5.4,8.7,6.1,3,3.2,17300000
Akobo,7.400089,3.907461,138,2,1,1,2,Terraced House,Unfurnished,Old,0,11.6,0.91,8.1,6.6,3.4,7.4,3,3.5,10700000
Bodija,7.428678,3.920033,168,2,2,2,1,Bungalow,Unfurnished,New,3,9.0,0.65,10.0,9.6,7.7,10.0,5,5.0,56000000
Iyaganku GRA,7.387931,3.850987,307,4,5,5,2,Detached House,Unfurnished,New,3,4.2,2.78,9.1,8.6,5.3,9.3,4,4.6,172800000
Akobo,7.389796,3.909169,151,2,2,2,2,Terraced House,Unfurnished,Old,1,11.7,2.26,6.7,7.9,3.7,10.0,3,3.5,14900000
Jericho,7.41028,3.900998,353,5,5,5,1,Detached House,Unfurnished,New,3,4.1,2.03,6.9,9.3,9.0,9.6,4,4.8,114300000
Akobo,7.402121,3.90658,299,4,3,4,1,Bungalow,Furnished,New,0,11.1,1.84,8.1,6.1,7.7,8.9,3,3.5,41000000
Alalubosa,7.374022,3.858173,377,5,4,4,1,Bungalow,Semi-Furnished,Renovated,2,2.0,0.65,8.0,8.1,4.6,7.3,4,4.3,69900000
Agodi GRA,7.417709,3.894561,411,5,4,6,2,Detached House,Furnished,New,3,6.0,1.42,10.0,10.0,9.0,8.8,4,4.7,241500000
Challenge,7.335588,3.860428,290,3,3,3,1,Terraced House,Semi-Furnished,Renovated,1,16.5,0.63,7.2,6.4,7.2,7.8,3,3.8,16800000
Bodija,7.433367,3.916392,508,5,4,4,1,Detached House,Semi-Furnished,New,4,8.9,1.04,9.8,8.9,8.5,10.0,5,5.0,114500000
Oluyole Estate,7.361627,3.860177,272,4,5,5,1,Bungalow,Furnished,Renovated,3,8.4,1.15,9.2,8.0,9.0,7.5,4,4.2,56800000
Challenge,7.342695,3.876442,259,2,3,4,1,Terraced House,Unfurnished,Old,1,13.0,2.01,6.0,8.8,6.2,7.6,3,3.8,12200000
Iyaganku GRA,7.398647,3.875113,329,5,4,6,1,Bungalow,Furnished,New,2,3.0,1.7,7.1,10.0,9.0,8.6,4,4.6,185100000
Jericho,7.399424,3.8693,339,4,5,6,2,Detached House,Furnished,Renovated,3,5.3,0.63,8.6,7.6,7.1,7.9,4,4.8,104400000
Bodija,7.433805,3.905089,374,4,3,3,2,Detached House,Semi-Furnished,Renovated,4,7.5,2.82,10.0,9.3,9.0,10.0,5,5.0,155200000
Agodi GRA,7.404765,3.88923,348,4,3,3,2,Detached House,Semi-Furnished,New,2,3.8,2.76,9.4,8.5,5.6,10.0,4,4.7,169000000
Akobo,7.387456,3.918513,237,2,3,4,1,Bungalow,Unfurnished,Old,2,10.6,2.27,6.1,8.7,3.3,6.4,3,3.5,14900000
Bodija,7.428181,3.909172,485,5,4,6,3,Detached House,Semi-Furnished,New,3,8.1,1.57,9.9,9.9,9.0,7.9,5,5.0,156300000
Oluyole Estate,7.361013,3.86168,342,4,5,5,2,Duplex,Unfurnished,New,1,4.3,1.03,9.4,7.9,9.0,8.7,4,4.2,41700000
Akobo,7.392029,3.91614,260,4,5,5,2,Terraced House,Unfurnished,Renovated,1,9.0,2.9,5.8,8.2,8.3,5.4,3,3.5,23300000
Bodija,7.435868,3.911864,265,3,2,2,1,Bungalow,Furnished,Renovated,2,13.2,2.63,8.3,10.0,9.0,10.0,5,5.0,73100000
Akobo,7.413438,3.903616,238,3,4,4,2,Terraced House,Unfurnished,Old,1,11.4,2.77,7.6,7.0,7.4,7.6,3,3.5,17300000
Bodija,7.423463,3.910075,436,4,3,3,2,Detached House,Unfurnished,New,4,8.7,1.94,10.0,10.0,5.2,9.6,5,5.0,124200000
Alalubosa,7.380423,3.866448,398,3,2,3,2,Duplex,Furnished,Old,1,3.7,0.5,7.2,7.1,5.6,6.9,4,4.3,64500000
Oluyole Estate,7.358581,3.853082,325,3,4,5,2,Duplex,Unfurnished,Renovated,2,6.1,1.26,6.9,9.2,6.7,8.0,4,4.2,50900000
Iyaganku GRA,7.401345,3.887939,435,5,4,5,1,Detached House,Semi-Furnished,Renovated,3,6.2,2.41,10.0,8.3,7.2,8.8,4,4.6,219900000
Samonda,7.426454,3.911714,277,4,5,5,1,Terraced House,Unfurnished,Old,0,12.9,2.13,7.1,4.7,3.0,5.3,3,3.2,16800000
Oluyole Estate,7.362347,3.843941,246,3,4,5,1,Terraced House,Unfurnished,New,2,8.7,0.95,8.1,8.2,7.0,5.3,4,4.2,23900000
Bodija,7.442031,3.909312,347,4,3,3,1,Bungalow,Furnished,New,2,8.9,0.26,10.0,10.0,9.0,10.0,5,5.0,128800000
Oluyole Estate,7.371245,3.857382,346,3,3,5,2,Duplex,Unfurnished,Renovated,1,5.0,0.82,9.5,10.0,6.9,8.6,4,4.2,48000000
Samonda,7.418156,3.908693,157,3,3,4,1,Flat,Unfurnished,Old,1,10.1,1.75,7.6,6.5,3.5,6.3,3,3.2,13100000
Jericho,7.396446,3.896699,384,4,3,3,1,Bungalow,Semi-Furnished,New,3,2.0,0.67,9.1,5.6,7.5,9.4,4,4.8,133800000
Challenge,7.3438,3.902666,263,3,3,3,1,Terraced House,Unfurnished,Old,0,15.5,2.2,6.7,9.5,4.0,8.5,3,3.8,12800000
Bodija,7.427757,3.930963,595,6,5,6,2,Detached House,Unfurnished,New,4,9.8,2.45,10.0,10.0,9.0,9.5,5,5.0,171300000
Bodija,7.432699,3.914631,534,6,5,6,2,Detached House,Semi-Furnished,Old,3,7.7,2.32,10.0,10.0,9.0,9.4,5,5.0,139500000
Oluyole Estate,7.371663,3.872483,295,4,5,5,2,Terraced House,Furnished,New,2,6.1,1.63,6.6,7.5,9.0,9.7,4,4.2,44500000
Akobo,7.385621,3.911159,166,2,3,3,1,Flat,Unfurnished,Old,1,12.6,2.44,5.4,7.8,9.0,7.5,3,3.5,9700000
Challenge,7.348923,3.877494,189,3,4,4,1,Flat,Unfurnished,New,1,8.4,1.79,5.8,9.7,8.7,7.6,3,3.8,14000000
Bodija,7.443229,3.913815,467,4,3,3,2,Duplex,Furnished,New,3,8.7,2.48,9.4,10.0,9.0,9.3,5,5.0,147700000
Samonda,7.426843,3.910527,284,3,2,2,1,Terraced House,Semi-Furnished,Old,2,9.7,1.04,5.4,5.2,4.8,6.5,3,3.2,21200000
Jericho,7.406091,3.877232,254,3,2,2,2,Duplex,Semi-Furnished,New,3,7.0,1.97,9.9,8.1,9.0,8.0,4,4.8,84200000
Jericho,7.399038,3.891939,539,4,4,4,3,Detached House,Semi-Furnished,Renovated,3,8.2,0.27,7.8,9.1,8.8,9.2,4,4.8,176600000
Bodija,7.432807,3.913155,572,4,4,4,1,Detached House,Semi-Furnished,Renovated,3,9.0,1.24,10.0,10.0,9.0,10.0,5,5.0,117100000
Jericho,7.398606,3.886261,176,2,1,2,1,Bungalow,Furnished,Old,2,6.6,2.91,10.0,8.8,5.9,8.5,4,4.8,52500000
Oluyole Estate,7.358707,3.851276,321,3,3,5,2,Duplex,Unfurnished,Old,2,5.8,1.51,7.3,9.1,4.3,6.9,4,4.2,24900000
Iyaganku GRA,7.378883,3.874224,359,4,4,4,2,Duplex,Semi-Furnished,Renovated,4,5.5,2.6,10.0,8.5,6.9,9.2,4,4.6,158500000
Bodija,7.427227,3.930877,490,3,3,4,2,Duplex,Unfurnished,New,3,6.9,0.79,7.9,9.6,8.9,10.0,5,5.0,123300000
Alalubosa,7.380151,3.874317,367,4,5,6,1,Bungalow,Unfurnished,Old,2,2.0,2.98,8.3,7.9,6.6,7.9,4,4.3,65700000
Jericho,7.402844,3.878858,328,3,2,2,2,Duplex,Furnished,Renovated,2,4.7,1.32,5.6,7.7,5.2,9.3,4,4.8,86200000
Alalubosa,7.388842,3.862915,263,4,4,4,1,Bungalow,Unfurnished,Renovated,2,2.8,1.1,7.7,7.6,9.0,8.8,4,4.3,44500000
Oluyole Estate,7.364181,3.874105,437,3,4,6,2,Duplex,Furnished,Renovated,1,12.9,1.04,9.6,6.3,7.2,7.5,4,4.2,57100000
Agodi GRA,7.415646,3.901519,417,4,3,4,1,Detached House,Furnished,New,3,5.8,1.5,9.4,7.0,8.5,8.4,4,4.7,166500000
Oluyole Estate,7.353784,3.864552,332,3,2,2,1,Bungalow,Unfurnished,Old,2,9.7,2.52,8.8,8.0,7.2,8.8,4,4.2,31000000
Challenge,7.335426,3.883216,108,1,2,3,1,Flat,Unfurnished,New,0,10.8,0.8,8.4,6.7,9.0,6.8,3,3.8,3500000
Alalubosa,7.383978,3.856086,190,2,3,4,1,Terraced House,Unfurnished,Old,3,2.6,0.44,7.9,8.0,4.3,8.1,4,4.3,24200000
Jericho,7.398425,3.887744,382,4,4,4,3,Detached House,Semi-Furnished,New,3,4.9,2.57,10.0,9.1,9.0,7.5,4,4.8,123700000
Alalubosa,7.384251,3.868289,289,3,2,2,2,Duplex,Furnished,New,2,4.8,2.7,6.7,9.5,6.6,7.0,4,4.3,49200000
Bodija,7.438341,3.924894,372,4,4,5,3,Detached House,Furnished,Old,3,8.3,1.93,10.0,9.5,9.0,10.0,5,5.0,151300000
Akobo,7.396505,3.920789,204,3,2,2,2,Terraced House,Unfurnished,Renovated,1,9.6,0.74,5.8,8.3,5.8,7.8,3,3.5,21900000
Oluyole Estate,7.361974,3.864136,566,5,4,5,1,Detached House,Semi-Furnished,Renovated,3,5.7,0.94,8.0,7.3,9.0,7.9,4,4.2,68000000
Agodi GRA,7.416119,3.909902,326,4,3,4,3,Detached House,Semi-Furnished,New,2,6.6,1.98,8.3,7.7,8.3,9.3,4,4.7,175000000
Challenge,7.33523,3.878544,225,3,2,3,2,Terraced House,Semi-Furnished,Renovated,1,10.3,2.66,6.6,7.4,3.2,6.9,3,3.8,10500000
Jericho,7.400759,3.879798,475,5,5,6,2,Detached House,Semi-Furnished,New,3,7.6,2.8,9.0,7.7,9.0,8.7,4,4.8,138900000
Challenge,7.334623,3.863062,172,2,1,1,1,Flat,Semi-Furnished,New,1,14.1,2.57,4.4,8.4,3.9,5.8,3,3.8,5100000
Agodi GRA,7.39998,3.90671,586,6,5,5,1,Detached House,Semi-Furnished,Renovated,3,4.9,0.52,10.0,8.8,7.4,10.0,4,4.7,277300000
Oluyole Estate,7.35236,3.857556,241,2,2,3,1,Terraced House,Furnished,New,2,7.4,2.49,6.7,7.7,7.0,8.4,4,4.2,25600000
Akobo,7.397953,3.921101,203,3,3,4,2,Terraced House,Unfurnished,Renovated,0,10.6,0.57,6.7,7.6,6.8,7.3,3,3.5,15500000
Bodija,7.44388,3.920096,325,3,4,5,2,Duplex,Unfurnished,New,4,6.8,0.26,7.8,10.0,9.0,10.0,5,5.0,94900000
Akobo,7.397659,3.919909,189,2,2,3,1,Terraced House,Semi-Furnished,Old,2,10.5,2.74,7.8,7.9,6.1,5.0,3,3.5,15400000
Akobo,7.39119,3.914317,150,2,1,1,2,Terraced House,Unfurnished,Renovated,2,13.5,0.51,7.4,5.9,4.2,5.8,3,3.5,11000000
Agodi GRA,7.400418,3.896936,345,4,5,6,1,Detached House,Unfurnished,New,3,6.1,2.15,7.8,9.1,6.1,6.1,4,4.7,161300000
Iyaganku GRA,7.380145,3.86462,335,4,3,4,2,Detached House,Unfurnished,New,4,7.4,2.27,8.9,9.7,6.4,9.2,4,4.6,175500000
Akobo,7.386922,3.911992,228,2,1,2,2,Terraced House,Unfurnished,Old,1,9.5,1.92,5.1,7.1,6.0,7.9,3,3.5,17200000
Jericho,7.403453,3.88623,367,4,5,6,2,Detached House,Furnished,New,4,6.4,2.88,9.1,9.4,6.2,8.7,4,4.8,171300000
Jericho,7.404052,3.878451,471,5,4,5,1,Detached House,Unfurnished,New,3,4.6,2.97,10.0,9.6,9.0,9.2,4,4.8,174600000
Alalubosa,7.379637,3.858345,234,3,2,3,1,Bungalow,Semi-Furnished,Renovated,2,2.2,0.85,8.2,8.2,4.1,8.3,4,4.3,45700000
Jericho,7.410323,3.887016,218,2,1,1,1,Bungalow,Semi-Furnished,New,3,7.4,1.27,8.6,9.3,9.0,9.1,4,4.8,82500000
Jericho,7.399791,3.875416,151,2,2,3,1,Bungalow,Unfurnished,Renovated,3,5.3,2.4,7.7,8.8,6.4,9.0,4,4.8,39900000
Challenge,7.348477,3.877521,91,1,1,2,1,Flat,Furnished,Old,1,15.8,1.89,7.4,5.9,9.0,7.5,3,3.8,4400000
Samonda,7.435795,3.892937,231,2,1,2,1,Bungalow,Semi-Furnished,Old,2,10.2,1.09,4.4,4.8,6.9,7.3,3,3.2,13000000
Iyaganku GRA,7.385716,3.860659,321,4,3,3,1,Detached House,Semi-Furnished,New,3,3.3,0.44,7.5,10.0,9.0,7.9,4,4.6,148900000
Akobo,7.388595,3.911209,153,2,2,2,2,Terraced House,Semi-Furnished,Renovated,1,10.5,0.15,8.2,8.7,4.3,6.9,3,3.5,16500000
Challenge,7.349243,3.873227,231,2,3,4,1,Bungalow,Unfurnished,Old,1,8.7,0.86,9.1,7.5,7.5,8.3,3,3.8,8900000
Samonda,7.427959,3.911205,151,2,2,2,1,Bungalow,Semi-Furnished,Renovated,0,7.7,2.23,4.6,6.3,7.3,6.3,3,3.2,15600000
Samonda,7.425693,3.90534,386,4,4,5,1,Bungalow,Unfurnished,New,1,7.3,0.26,4.0,5.5,4.2,4.6,3,3.2,32700000
Alalubosa,7.38419,3.861747,330,3,3,3,2,Duplex,Unfurnished,Old,1,3.5,1.68,10.0,6.8,3.3,7.7,4,4.3,45900000
Iyaganku GRA,7.385984,3.858963,445,4,4,4,3,Detached House,Unfurnished,New,3,4.6,2.61,8.7,10.0,4.7,8.5,4,4.6,216800000
Oluyole Estate,7.366307,3.84778,389,5,5,5,1,Bungalow,Semi-Furnished,Renovated,3,7.0,2.52,10.0,8.6,7.1,7.8,4,4.2,57300000
Bodija,7.439219,3.911632,324,4,5,5,3,Detached House,Furnished,Renovated,3,9.7,2.2,10.0,9.1,9.0,8.8,5,5.0,102400000
Iyaganku GRA,7.386698,3.882959,349,4,5,5,1,Detached House,Furnished,New,3,7.0,0.92,10.0,7.9,9.0,10.0,4,4.6,218800000
Samonda,7.407096,3.903276,272,3,2,3,1,Terraced House,Unfurnished,Old,1,9.7,0.99,4.6,5.8,3.0,6.0,3,3.2,18400000
Alalubosa,7.37467,3.863855,213,3,4,6,1,Terraced House,Furnished,Old,1,2.0,1.22,10.0,8.5,6.8,7.8,4,4.3,42700000
Oluyole Estate,7.374493,3.858172,443,4,3,3,2,Duplex,Unfurnished,Renovated,1,7.6,0.6,7.0,9.2,7.9,9.2,4,4.2,55400000
Alalubosa,7.3894,3.863042,274,4,3,3,2,Terraced House,Semi-Furnished,Renovated,1,2.0,1.12,10.0,10.0,5.1,8.1,4,4.3,64400000
Alalubosa,7.389892,3.863949,170,2,3,5,1,Bungalow,Unfurnished,Renovated,2,2.0,3.0,7.7,6.7,6.1,8.2,4,4.3,24500000
Bodija,7.441546,3.919955,392,5,4,4,2,Detached House,Furnished,Renovated,3,6.5,2.34,7.9,9.5,9.0,10.0,5,5.0,159500000
Alalubosa,7.370012,3.848829,275,3,2,4,1,Bungalow,Semi-Furnished,Renovated,3,6.5,2.94,9.6,7.0,4.3,8.3,4,4.3,36300000
Oluyole Estate,7.366897,3.848489,200,3,2,3,2,Terraced House,Unfurnished,Old,1,6.8,1.71,10.0,8.1,9.0,8.9,4,4.2,16800000
Oluyole Estate,7.357535,3.859055,308,2,1,2,1,Bungalow,Furnished,Renovated,2,8.2,1.32,8.9,8.0,4.1,9.4,4,4.2,33100000
Iyaganku GRA,7.375076,3.875067,191,2,1,1,1,Bungalow,Semi-Furnished,Renovated,4,7.7,0.41,10.0,9.1,5.7,8.4,4,4.6,101000000
Oluyole Estate,7.363895,3.858296,364,4,4,5,1,Bungalow,Furnished,Renovated,1,7.5,1.91,10.0,7.4,5.8,8.5,4,4.2,68000000
Samonda,7.420904,3.918161,168,2,3,4,1,Terraced House,Unfurnished,Renovated,1,11.9,1.65,4.0,8.6,6.3,4.8,3,3.2,14100000
Akobo,7.391811,3.914683,178,2,2,2,1,Flat,Semi-Furnished,Renovated,0,9.8,2.67,7.9,5.3,8.4,6.9,3,3.5,11800000
Alalubosa,7.393142,3.865263,281,3,4,5,1,Terraced House,Semi-Furnished,Renovated,3,6.3,2.12,9.6,7.7,5.0,7.1,4,4.3,60700000
Jericho,7.414066,3.892524,411,4,3,3,1,Detached House,Furnished,New,2,6.6,2.13,8.5,7.4,6.8,9.0,4,4.8,140200000
Bodija,7.428233,3.919747,483,5,4,5,1,Detached House,Furnished,New,2,8.7,2.76,7.6,9.9,7.6,10.0,5,5.0,196400000
Bodija,7.436749,3.898913,495,5,5,5,2,Duplex,Semi-Furnished,New,3,8.6,1.91,10.0,10.0,9.0,8.9,5,5.0,208800000
Iyaganku GRA,7.387141,3.873725,351,4,5,5,1,Bungalow,Semi-Furnished,Renovated,3,9.5,0.69,10.0,8.7,6.5,9.2,4,4.6,168200000
Samonda,7.420288,3.9017,166,2,1,2,1,Flat,Unfurnished,Old,1,11.7,2.31,7.8,4.1,6.4,6.9,3,3.2,8700000
Samonda,7.436823,3.919332,345,5,5,5,1,Bungalow,Unfurnished,Renovated,1,8.9,1.53,4.9,5.6,6.4,4.8,3,3.2,25900000
Apete,7.454132,3.867402,251,3,3,3,1,Bungalow,Unfurnished,New,1,17.5,0.23,4.0,4.0,5.7,4.0,2,2.8,8600000
Agodi GRA,7.39905,3.906497,496,6,5,5,3,Detached House,Unfurnished,New,2,6.4,2.23,8.1,10.0,9.0,8.3,4,4.7,285100000
Bodija,7.438224,3.908037,340,4,5,5,2,Duplex,Semi-Furnished,Old,2,10.6,2.58,10.0,10.0,9.0,8.0,5,5.0,101000000
Bodija,7.45556,3.906037,270,3,2,3,2,Duplex,Semi-Furnished,New,2,6.9,0.4,10.0,9.7,7.1,9.4,5,5.0,92000000
Agodi GRA,7.404846,3.887891,539,5,5,6,2,Detached House,Unfurnished,New,3,7.0,1.72,8.1,8.4,5.6,10.0,4,4.7,278100000
Jericho,7.397429,3.879963,317,4,4,4,2,Duplex,Unfurnished,Renovated,3,3.7,0.77,10.0,9.4,7.0,10.0,4,4.8,128800000
Bodija,7.437177,3.918205,479,4,3,3,2,Detached House,Unfurnished,Renovated,3,9.1,2.9,9.3,10.0,9.0,9.6,5,5.0,144400000
Apete,7.444359,3.870486,255,3,4,6,2,Terraced House,Semi-Furnished,Old,2,18.9,0.72,7.3,4.9,3.9,4.0,2,2.8,13000000
Alalubosa,7.377543,3.842996,199,3,3,5,1,Bungalow,Unfurnished,New,2,4.2,0.32,9.5,8.3,5.2,9.5,4,4.3,44900000
Oluyole Estate,7.345244,3.847401,365,4,3,4,2,Duplex,Unfurnished,New,3,10.6,0.72,7.4,9.0,6.0,7.0,4,4.2,47800000
Agodi GRA,7.408114,3.886439,567,5,4,6,1,Detached House,Unfurnished,New,3,6.2,1.55,8.2,9.3,9.0,8.4,4,4.7,231400000
Bodija,7.42212,3.89508,167,2,3,3,1,Bungalow,Furnished,Renovated,3,3.4,0.98,9.6,9.0,9.0,8.9,5,5.0,92600000
Bodija,7.44154,3.92073,312,3,2,2,2,Duplex,Semi-Furnished,Renovated,4,7.6,1.22,10.0,10.0,6.6,9.0,5,5.0,92100000
Bodija,7.428684,3.905274,488,4,5,6,2,Duplex,Furnished,New,3,7.7,1.82,10.0,9.7,5.8,9.5,5,5.0,184500000
Agodi GRA,7.402817,3.891508,300,3,4,5,2,Duplex,Unfurnished,Renovated,3,6.7,0.84,9.1,9.8,8.7,10.0,4,4.7,115300000
Samonda,7.444498,3.902022,388,4,5,6,1,Bungalow,Unfurnished,Renovated,0,7.6,1.21,4.5,6.3,3.6,7.3,3,3.2,29300000
Alalubosa,7.375482,3.857447,260,3,2,2,2,Duplex,Semi-Furnished,New,2,2.0,2.29,9.8,7.3,9.0,6.7,4,4.3,59500000
Samonda,7.434357,3.906636,374,5,4,4,1,Bungalow,Semi-Furnished,Old,2,11.4,1.41,6.9,7.4,3.0,5.6,3,3.2,27700000
Bodija,7.435348,3.914474,437,4,4,4,1,Detached House,Semi-Furnished,Renovated,3,9.2,0.79,10.0,9.7,8.6,10.0,5,5.0,86800000
Alalubosa,7.372286,3.854206,159,2,2,4,1,Terraced House,Unfurnished,New,2,6.6,0.32,10.0,9.4,6.0,8.9,4,4.3,40000000
Bodija,7.415665,3.910079,479,4,4,4,1,Detached House,Unfurnished,Renovated,2,7.5,0.13,9.0,8.6,9.0,9.6,5,5.0,120700000
Akobo,7.407606,3.921874,278,3,4,4,1,Bungalow,Unfurnished,Old,1,12.7,0.33,7.3,9.3,6.7,6.4,3,3.5,14000000
Alalubosa,7.38165,3.86524,324,3,2,2,1,Bungalow,Semi-Furnished,New,3,2.0,1.78,8.3,5.5,8.7,8.2,4,4.3,60500000
Jericho,7.410276,3.89138,347,4,3,3,2,Duplex,Unfurnished,New,4,2.8,2.07,8.7,7.7,7.3,8.8,4,4.8,106700000
Bodija,7.442432,3.912903,403,4,4,4,2,Detached House,Semi-Furnished,New,3,7.1,0.87,9.8,10.0,7.6,9.4,5,5.0,155500000
Oluyole Estate,7.359139,3.858502,256,3,3,5,2,Terraced House,Unfurnished,Old,3,9.7,0.98,5.8,8.4,7.4,9.2,4,4.2,26900000
Agodi GRA,7.387259,3.907284,422,4,5,5,2,Duplex,Semi-Furnished,New,4,2.0,1.52,7.7,9.5,6.3,9.6,4,4.7,238500000
Oluyole Estate,7.361678,3.846543,285,3,2,2,2,Duplex,Semi-Furnished,Renovated,2,6.1,0.94,8.0,8.9,9.0,6.2,4,4.2,43600000
Akobo,7.399688,3.920177,298,3,4,5,1,Terraced House,Semi-Furnished,Old,0,13.6,0.46,6.9,6.1,6.2,7.7,3,3.5,22600000
Challenge,7.345438,3.873652,128,1,1,1,1,Flat,Unfurnished,Old,2,7.7,1.12,7.2,5.8,5.9,8.1,3,3.8,3700000
Samonda,7.443196,3.893447,189,2,1,1,1,Bungalow,Unfurnished,Renovated,1,10.3,0.53,4.6,7.7,7.6,5.3,3,3.2,12500000
Akobo,7.392392,3.918599,129,1,2,3,1,Flat,Semi-Furnished,Old,1,13.2,1.32,7.2,6.0,5.3,4.5,3,3.5,10400000
Challenge,7.326293,3.872294,175,2,2,2,1,Terraced House,Unfurnished,Renovated,1,12.7,0.65,8.2,6.6,3.6,5.8,3,3.8,7400000
Challenge,7.316266,3.880951,193,2,2,3,1,Flat,Furnished,Old,1,11.6,2.24,6.7,6.8,5.7,5.0,3,3.8,6300000
Samonda,7.42688,3.908905,209,2,2,4,1,Bungalow,Unfurnished,Old,1,10.0,1.08,4.0,7.3,7.1,5.9,3,3.2,15000000
Apete,7.44369,3.875239,191,2,2,3,1,Bungalow,Semi-Furnished,Old,2,11.9,0.46,6.1,4.3,4.3,4.0,2,2.8,6600000
Iyaganku GRA,7.375305,3.866049,455,4,3,3,2,Duplex,Unfurnished,Renovated,3,3.4,2.9,8.8,9.5,9.0,9.1,4,4.6,164900000
Akobo,7.393091,3.906205,265,4,3,3,1,Terraced House,Unfurnished,Renovated,0,8.0,1.77,8.5,5.4,7.9,8.0,3,3.5,20300000
Bodija,7.427322,3.915009,320,3,2,3,2,Duplex,Furnished,Renovated,2,11.1,2.64,10.0,10.0,7.9,9.5,5,5.0,120700000
Samonda,7.427735,3.922797,248,4,5,5,2,Terraced House,Semi-Furnished,New,2,11.2,2.6,5.9,5.9,5.9,4.5,3,3.2,21700000
Bodija,7.43742,3.925056,347,4,3,3,2,Detached House,Semi-Furnished,New,2,5.4,1.56,8.9,10.0,9.0,10.0,5,5.0,106400000
Akobo,7.385323,3.915347,184,2,2,2,1,Flat,Unfurnished,Old,1,11.4,2.79,9.3,6.6,8.7,6.9,3,3.5,11000000
Challenge,7.334632,3.877927,159,2,2,2,1,Bungalow,Semi-Furnished,Old,1,10.8,2.12,7.4,7.8,7.8,6.5,3,3.8,7400000
Alalubosa,7.379054,3.859471,163,2,1,1,1,Terraced House,Semi-Furnished,Renovated,2,5.5,1.13,4.9,10.0,5.2,8.9,4,4.3,34000000
Alalubosa,7.39571,3.864678,286,3,3,4,1,Terraced House,Semi-Furnished,Renovated,1,4.4,1.14,7.9,10.0,6.4,6.7,4,4.3,33400000
Jericho,7.404803,3.874086,492,4,3,3,2,Duplex,Semi-Furnished,Renovated,3,10.5,0.75,10.0,10.0,7.5,9.7,4,4.8,174400000
Samonda,7.4241,3.911173,200,2,2,3,1,Bungalow,Unfurnished,Renovated,1,9.4,0.91,6.0,6.2,3.4,4.8,3,3.2,10900000
Challenge,7.349915,3.884855,365,5,4,5,1,Bungalow,Furnished,Old,1,11.8,1.98,4.6,7.1,7.1,8.8,3,3.8,22200000
Challenge,7.348223,3.859308,134,2,2,2,2,Terraced House,Unfurnished,Old,1,17.8,1.11,9.0,8.5,6.3,6.3,3,3.8,6800000
Jericho,7.395109,3.886011,486,4,3,3,2,Duplex,Unfurnished,Renovated,3,3.8,2.9,8.5,8.5,8.4,9.4,4,4.8,108700000
Oluyole Estate,7.355538,3.85082,143,2,2,2,1,Terraced House,Furnished,Renovated,1,10.3,0.86,7.5,7.3,7.2,8.8,4,4.2,22700000
Bodija,7.441427,3.912372,273,3,3,4,2,Duplex,Semi-Furnished,New,2,10.4,2.35,9.5,9.6,9.0,10.0,5,5.0,99000000
Iyaganku GRA,7.393165,3.861963,378,4,5,5,2,Detached House,Semi-Furnished,New,2,3.9,0.91,8.0,10.0,7.0,10.0,4,4.6,154000000
